__metadata,ID,ROW_ID,COMPANY_CODE,SALES_ORGANIZATION,SIM_ROUND,SIM_PERIOD,MATERIAL_DESCRIPTION,DISTRIBUTION_CHANNEL,AREA,QUANTITY,UNIT,AVERAGE_PRICE,NET_VALUE,CURRENCY
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~486')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~486')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~486,486,JJ,Market,04,13,1kg Strawberry Muesli,12,West,8208,ST,7.00,56462.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~487')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~487')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~487,487,JJ,Market,04,13,500g Blueberry Muesli,12,North,5692,ST,7.00,39844.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~488')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~488')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~488,488,JJ,Market,04,13,500g Blueberry Muesli,12,South,3146,ST,7.00,22022.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~489')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~489')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~489,489,JJ,Market,04,13,500g Blueberry Muesli,12,West,4345,ST,7.00,30415.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~490')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~490')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~490,490,JJ,Market,04,13,500g Nut Muesli,12,North,4982,ST,6.16,29666.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~491')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~491')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~491,491,JJ,Market,04,13,500g Nut Muesli,12,South,3436,ST,4.50,15462.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~492')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~492')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~492,492,JJ,Market,04,13,500g Nut Muesli,12,West,5153,ST,4.50,23188.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~493')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~493')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~493,493,JJ,Market,04,13,500g Blueberry Muesli,14,North,2289,ST,7.00,16023.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~494')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~494')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~494,494,JJ,Market,04,13,500g Blueberry Muesli,14,South,2349,ST,7.00,16443.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~495')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~495')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~495,495,JJ,Market,04,13,500g Blueberry Muesli,14,West,2423,ST,7.00,16961.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~496')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~496')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~496,496,JJ,Market,04,13,500g Nut Muesli,14,North,20764,ST,4.67,91910.20,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~497')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~497')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~497,497,JJ,Market,04,13,500g Nut Muesli,14,South,4599,ST,5.45,24474.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~498')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~498')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~498,498,JJ,Market,04,13,500g Nut Muesli,14,West,13123,ST,5.76,68301.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~499')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~499')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~499,499,JJ,Market,04,13,500g Raisin Muesli,14,North,2025,ST,7.00,14175.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~500')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~500')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~500,500,JJ,Market,04,13,500g Strawberry Muesli,14,North,455,ST,7.00,3185.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~501')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~501')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~501,501,JJ,Market,04,14,1kg Blueberry Muesli,10,North,3320,ST,5.98,19770.08,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~502')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~502')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~502,502,JJ,Market,04,14,1kg Blueberry Muesli,10,South,7362,ST,5.83,41437.08,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~503')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~503')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~503,503,JJ,Market,04,14,1kg Blueberry Muesli,10,West,6363,ST,5.26,33469.38,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~504')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~504')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~504,504,JJ,Market,04,14,1kg Nut Muesli,10,North,945,ST,10.00,9450.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~505')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~505')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~505,505,JJ,Market,04,14,1kg Strawberry Muesli,10,North,3046,ST,6.80,20712.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~506')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~506')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~506,506,JJ,Market,04,14,1kg Strawberry Muesli,10,South,6986,ST,7.44,51018.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~507')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~507')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~507,507,JJ,Market,04,14,1kg Strawberry Muesli,10,West,3337,ST,6.80,22691.60,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~508')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~508')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~508,508,JJ,Market,04,14,1kg Blueberry Muesli,12,North,13204,ST,7.64,98853.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~509')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~509')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~509,509,JJ,Market,04,14,1kg Blueberry Muesli,12,South,15275,ST,7.82,117172.60,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~510')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~510')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~510,510,JJ,Market,04,14,1kg Blueberry Muesli,12,West,19436,ST,7.85,151269.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~511')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~511')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~511,511,JJ,Market,04,14,1kg Nut Muesli,12,North,7565,ST,9.00,68085.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~512')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~512')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~512,512,JJ,Market,04,14,1kg Nut Muesli,12,South,2246,ST,9.00,20214.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~513')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~513')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~513,513,JJ,Market,04,14,1kg Nut Muesli,12,West,4295,ST,9.00,38655.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~514')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~514')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~514,514,JJ,Market,04,14,1kg Strawberry Muesli,12,North,11518,ST,8.26,93711.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~515')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~515')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~515,515,JJ,Market,04,14,1kg Strawberry Muesli,12,South,17809,ST,7.98,139427.20,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~516')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~516')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~516,516,JJ,Market,04,14,1kg Strawberry Muesli,12,West,12756,ST,7.53,94148.20,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~517')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~517')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~517,517,JJ,Market,04,14,500g Blueberry Muesli,12,North,4530,ST,7.00,31710.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~518')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~518')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~518,518,JJ,Market,04,14,500g Blueberry Muesli,12,South,10289,ST,7.01,72168.31,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~519')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~519')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~519,519,JJ,Market,04,14,500g Blueberry Muesli,12,West,7076,ST,7.04,49832.96,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~520')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~520')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~520,520,JJ,Market,04,14,500g Nut Muesli,12,North,7617,ST,7.00,53319.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~521')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~521')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~521,521,JJ,Market,04,14,500g Nut Muesli,12,South,5827,ST,7.00,40789.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~522')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~522')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~522,522,JJ,Market,04,14,500g Strawberry Muesli,12,North,8016,ST,5.80,46064.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~523')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~523')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~523,523,JJ,Market,04,14,500g Strawberry Muesli,12,South,2335,ST,5.00,11675.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~524')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~524')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~524,524,JJ,Market,04,14,500g Strawberry Muesli,12,West,8864,ST,6.20,53528.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~525')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~525')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~525,525,JJ,Market,04,14,500g Blueberry Muesli,14,North,30431,ST,4.23,128723.13,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~526')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~526')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~526,526,JJ,Market,04,14,500g Blueberry Muesli,14,South,30546,ST,4.23,129209.58,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~527')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~527')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~527,527,JJ,Market,04,14,500g Blueberry Muesli,14,West,26984,ST,4.23,114142.32,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~528')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~528')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~528,528,JJ,Market,04,14,500g Raisin Muesli,14,North,6272,ST,3.79,23770.88,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~529')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~529')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~529,529,JJ,Market,04,14,500g Raisin Muesli,14,South,3200,ST,3.79,12128.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~530')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~530')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~530,530,JJ,Market,04,14,500g Raisin Muesli,14,West,5708,ST,3.79,21633.32,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~531')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~531')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~531,531,JJ,Market,04,14,500g Strawberry Muesli,14,North,4405,ST,5.15,21303.43,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~532')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~532')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~532,532,JJ,Market,04,14,500g Strawberry Muesli,14,South,1261,ST,7.00,8827.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~533')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~533')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~533,533,JJ,Market,04,14,500g Strawberry Muesli,14,West,3295,ST,7.00,23065.00,EUR
