__metadata,ID,ROW_ID,COMPANY_CODE,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,GL_ACCOUNT_NUMBER,GL_ACCOUNT_NAME,FS_LEVEL_1,FS_LEVEL_2,FS_LEVEL_3,FS_LEVEL_4,DEBIT_CREDIT_INDICATOR,AMOUNT,CURRENCY
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~90')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~90')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~90,90,JJ,02,04,02/04,5,24,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,22927.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~183')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~183')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~183,183,JJ,02,11,02/11,7,31,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,27168.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~82')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~82')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~82,82,JJ,02,03,02/03,5,23,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,29622.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~523')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~523')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~523,523,JJ,03,18,03/18,12,58,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,45369.55,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~360')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~360')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~360,360,JJ,03,05,03/05,9,45,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,46009.68,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~132')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~132')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~132,132,JJ,02,07,02/07,6,27,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,29694.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~228')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~228')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~228,228,JJ,02,15,02/15,7,35,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,45466.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~390')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~390')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~390,390,JJ,03,07,03/07,10,47,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,52709.78,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~378')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~378')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~378,378,JJ,03,06,03/06,10,46,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,51164.32,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~501')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~501')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~501,501,JJ,03,16,03/16,12,56,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,54012.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~145')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~145')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~145,145,JJ,02,08,02/08,6,28,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,19228.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~535')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~535')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~535,535,JJ,03,19,03/19,12,59,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,59412.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~124')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~124')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~124,124,JJ,02,06,02/06,6,26,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,19435.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~248')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~248')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~248,248,JJ,02,16,02/16,8,36,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,54444.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~323')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~323')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~323,323,JJ,03,02,03/02,9,42,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,47816.68,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~213')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~213')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~213,213,JJ,02,14,02/14,7,34,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,54588.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~258')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~258')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~258,258,JJ,02,17,02/17,8,37,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,38338.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~153')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~153')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~153,153,JJ,02,09,02/09,6,29,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,18660.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~511')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~511')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~511,511,JJ,03,17,03/17,12,57,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,54012.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~481')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~481')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~481,481,JJ,03,15,03/15,11,55,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,45009.70,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~167')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~167')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~167,167,JJ,02,10,02/10,6,30,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,21222.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~268')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~268')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~268,268,JJ,02,18,02/18,8,38,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,33348.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~203')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~203')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~203,203,JJ,02,13,02/13,7,33,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,32290.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~103')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~103')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~103,103,JJ,02,05,02/05,5,25,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,19074.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~193')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~193')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~193,193,JJ,02,12,02/12,7,32,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,32290.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~408')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~408')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~408,408,JJ,03,09,03/09,10,49,113101,Bank Loan,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,100000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~495')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~495')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~495,495,JJ,03,16,03/16,12,56,113101,Bank Loan,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,300000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~396')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~396')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~396,396,JJ,03,08,03/08,10,48,113101,Bank Loan,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,200000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~435')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~435')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~435,435,JJ,03,11,03/11,11,51,113101,Bank Loan,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Credit,-22874.97,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~517')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~517')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~517,517,JJ,03,18,03/18,12,58,113101,Bank Loan,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,300000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~384')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~384')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~384,384,JJ,03,07,03/07,10,47,113101,Bank Loan,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,100000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~339')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~339')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~339,339,JJ,03,04,03/04,9,44,113101,Bank Loan,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,200000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~460')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~460')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~460,460,JJ,03,14,03/14,11,54,113101,Bank Loan,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,200000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~438')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~438')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~438,438,JJ,03,12,03/12,11,52,113101,Bank Loan,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,22874.97,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~529')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~529')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~529,529,JJ,03,19,03/19,12,59,113101,Bank Loan,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,100000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~353')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~353')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~353,353,JJ,03,05,03/05,9,45,113101,Bank Loan,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,200000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~372')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~372')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~372,372,JJ,03,06,03/06,10,46,113101,Bank Loan,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,100000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~5')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~5')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~5,5,JJ,01,01,01/01,1,1,113101,Bank Loan,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Credit,-8000000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~69')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~69')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~69,69,JJ,02,02,02/02,5,22,11099,Sustainable Manufacturing Expenses,Income Statement,"Sales, General, and Administrative Expenses",Production Improvement Expenses,,Debit,10000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~139')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~139')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~139,139,JJ,02,08,02/08,6,28,11099,Sustainable Manufacturing Expenses,Income Statement,"Sales, General, and Administrative Expenses",Production Improvement Expenses,,Debit,20000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~31')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~31')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~31,31,JJ,01,10,01/10,2,10,500000,Direct labor costs,Income Statement,Operating Expenses,,,Debit,20000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~170')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~170')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~170,170,JJ,02,10,02/10,6,30,500000,Direct labor costs,Income Statement,Operating Expenses,,,Debit,20000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~106')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~106')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~106,106,JJ,02,05,02/05,5,25,500000,Direct labor costs,Income Statement,Operating Expenses,,,Debit,20000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~295')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~295')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~295,295,JJ,02,20,02/20,8,40,500000,Direct labor costs,Income Statement,Operating Expenses,,,Debit,20000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~483')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~483')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~483,483,JJ,03,15,03/15,11,55,500000,Direct labor costs,Income Statement,Operating Expenses,,,Debit,20000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~14')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~14')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~14,14,JJ,01,05,01/05,1,5,500000,Direct labor costs,Income Statement,Operating Expenses,,,Debit,20000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~425')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~425')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~425,425,JJ,03,10,03/10,10,50,500000,Direct labor costs,Income Statement,Operating Expenses,,,Debit,20000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~45')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~45')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~45,45,JJ,01,15,01/15,3,15,500000,Direct labor costs,Income Statement,Operating Expenses,,,Debit,20000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~231')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~231')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~231,231,JJ,02,15,02/15,7,35,500000,Direct labor costs,Income Statement,Operating Expenses,,,Debit,20000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~362')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~362')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~362,362,JJ,03,05,03/05,9,45,500000,Direct labor costs,Income Statement,Operating Expenses,,,Debit,20000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~58')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~58')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~58,58,JJ,01,20,01/20,4,20,500000,Direct labor costs,Income Statement,Operating Expenses,,,Debit,20000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~27')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~27')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~27,27,JJ,01,10,01/10,2,10,211120,Depreciation-buildings,Income Statement,Operating Expenses,,,Debit,1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~225')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~225')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~225,225,JJ,02,15,02/15,7,35,211120,Depreciation-buildings,Income Statement,Operating Expenses,,,Debit,1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~54')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~54')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~54,54,JJ,01,20,01/20,4,20,211120,Depreciation-buildings,Income Statement,Operating Expenses,,,Debit,1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~164')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~164')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~164,164,JJ,02,10,02/10,6,30,211120,Depreciation-buildings,Income Statement,Operating Expenses,,,Debit,1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~41')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~41')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~41,41,JJ,01,15,01/15,3,15,211120,Depreciation-buildings,Income Statement,Operating Expenses,,,Debit,1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~422')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~422')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~422,422,JJ,03,10,03/10,10,50,211120,Depreciation-buildings,Income Statement,Operating Expenses,,,Debit,1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~100')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~100')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~100,100,JJ,02,05,02/05,5,25,211120,Depreciation-buildings,Income Statement,Operating Expenses,,,Debit,1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~357')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~357')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~357,357,JJ,03,05,03/05,9,45,211120,Depreciation-buildings,Income Statement,Operating Expenses,,,Debit,1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~478')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~478')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~478,478,JJ,03,15,03/15,11,55,211120,Depreciation-buildings,Income Statement,Operating Expenses,,,Debit,1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~290')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~290')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~290,290,JJ,02,20,02/20,8,40,211120,Depreciation-buildings,Income Statement,Operating Expenses,,,Debit,1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~11')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~11')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~11,11,JJ,01,05,01/05,1,5,211120,Depreciation-buildings,Income Statement,Operating Expenses,,,Debit,1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~291')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~291')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~291,291,JJ,02,20,02/20,8,40,211130,Depreciation - machinery and equipment,Income Statement,Operating Expenses,,,Debit,50000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~226')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~226')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~226,226,JJ,02,15,02/15,7,35,211130,Depreciation - machinery and equipment,Income Statement,Operating Expenses,,,Debit,50000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~55')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~55')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~55,55,JJ,01,20,01/20,4,20,211130,Depreciation - machinery and equipment,Income Statement,Operating Expenses,,,Debit,50000.00,EUR
